qber,photon_count,latency_ms,abort_flag,label
0.03506,728,6.84114,0,fiber_tap
0.01616,959,5.12492,0,normal
0.07299,225,7.93807,1,detector_blind
0.08205,195,7.21829,1,detector_blind
0.0776,1000,6.0873,0,intercept_resend
0.03434,784,6.2217,0,fiber_tap
0.02007,1036,5.42011,0,normal
0.07652,248,7.75335,1,detector_blind
0.01335,998,5.2367,0,normal
0.04406,798,6.9761,0,fiber_tap
0.0176,1020,5.38673,0,normal
0.06838,264,8.28763,0,detector_blind
0.04275,146,7.70514,1,detector_blind
0.07052,117,8.00634,1,detector_blind
0.06853,950,6.4476,0,intercept_resend
0.02116,1011,5.77882,0,normal
0.04609,790,6.57016,0,fiber_tap
0.1067,977,5.98047,0,intercept_resend
0.02471,960,5.76092,0,normal
0.07327,259,7.13034,1,detector_blind
0.06523,756,6.61148,0,fiber_tap
0.03786,828,6.41443,0,fiber_tap
0.02104,1023,5.22891,0,normal
0.09483,1009,5.40628,0,intercept_resend
0.01165,991,5.27365,0,normal
0.04963,654,6.86346,0,fiber_tap
0.0638,825,6.62438,0,fiber_tap
0.08,845,6.65044,0,fiber_tap
0.0603,157,7.84189,1,detector_blind
0.02759,959,5.36331,0,normal
0.02016,980,5.55881,0,normal
0.06524,93,7.86621,1,detector_blind
0.10291,966,5.69899,0,intercept_resend
0.02428,1025,5.98752,0,normal
0.04675,884,6.65017,0,fiber_tap
0.04415,708,6.38798,0,fiber_tap
0.04114,772,6.34489,0,fiber_tap
0.05077,808,6.64972,0,fiber_tap
0.08324,150,7.14477,1,detector_blind
0.04949,766,6.80913,0,fiber_tap
0.01149,997,5.41915,0,normal
0.08519,1024,6.01895,0,intercept_resend
0.06885,194,7.99488,1,detector_blind
0.01892,1034,6.00853,0,normal
0.02679,1059,5.79509,0,normal
0.02153,1064,5.65113,0,normal
0.06012,257,7.63512,1,detector_blind
0.02111,1035,5.42101,0,normal
0.01987,1013,5.44507,0,normal
0.01913,1015,5.45678,0,normal
0.08856,206,7.8001,1,detector_blind
0.07299,1001,6.46896,0,intercept_resend
0.02184,1060,5.61317,0,normal
0.08046,262,7.82964,1,detector_blind
0.09996,1027,6.42325,0,intercept_resend
0.05542,834,7.08772,0,fiber_tap
0.0935,967,6.30577,0,intercept_resend
0.05993,783,6.76914,0,fiber_tap
0.11,1042,6.53711,0,intercept_resend
0.05212,821,6.69193,0,fiber_tap
0.06319,175,8.33319,0,detector_blind
0.08696,193,7.96068,1,detector_blind
0.06551,932,6.63646,0,fiber_tap
0.05245,888,6.76049,0,fiber_tap
0.02074,1013,6.1122,0,normal
0.08664,1021,5.69506,0,intercept_resend
0.01805,1005,5.53626,0,normal
0.05811,740,7.42332,0,fiber_tap
0.0882,990,5.64547,0,intercept_resend
0.01142,1043,5.92308,0,normal
0.07392,195,7.49019,0,detector_blind
0.06308,793,6.68803,0,fiber_tap
0.06339,211,8.14916,1,detector_blind
0.01884,1031,5.49974,0,normal
0.0429,751,6.87264,0,fiber_tap
0.08713,936,6.10571,0,intercept_resend
0.01446,1038,5.54509,0,normal
0.02249,1049,5.54816,0,normal
0.05806,885,6.33696,0,fiber_tap
0.06984,135,7.31456,0,detector_blind
0.06843,164,8.43341,1,detector_blind
0.05821,760,6.22382,0,fiber_tap
0.04729,799,6.55313,0,fiber_tap
0.11,973,5.9942,0,intercept_resend
0.02705,1044,5.45926,0,normal
0.08281,990,5.53574,0,intercept_resend
0.02201,1017,5.49507,0,normal
0.06035,904,6.75733,0,fiber_tap
0.06339,1010,5.90311,0,intercept_resend
0.05349,150,7.35095,0,detector_blind
0.01379,1019,5.95658,0,normal
0.01864,1031,5.38798,0,normal
0.01982,1019,5.70175,0,normal
0.0679,750,6.77412,0,fiber_tap
0.01327,975,5.88946,0,normal
0.0488,856,6.81215,0,fiber_tap
0.06703,166,8.54635,0,detector_blind
0.10846,1020,5.51533,0,intercept_resend
0.02113,963,5.78892,0,normal
0.02328,1046,5.71553,0,normal
0.09,207,8.37431,1,detector_blind
0.09992,1056,6.37045,0,intercept_resend
0.05249,940,5.80804,0,intercept_resend
0.10149,995,5.40938,0,intercept_resend
0.05852,866,5.69733,0,fiber_tap
0.05918,60,8.23827,1,detector_blind
0.05012,652,7.57325,0,fiber_tap
0.02443,996,4.9482,0,normal
0.07312,135,8.4852,1,detector_blind
0.05689,791,6.3588,0,fiber_tap
0.08389,986,6.55986,0,intercept_resend
0.07425,195,7.51726,1,detector_blind
0.09193,1039,6.46996,0,intercept_resend
0.03733,901,6.02388,0,fiber_tap
0.07532,996,6.46951,0,intercept_resend
0.11,982,6.0734,0,intercept_resend
0.08779,969,6.46337,0,intercept_resend
0.01983,965,5.39524,0,normal
0.10352,953,5.76359,0,intercept_resend
0.05934,913,6.79075,0,fiber_tap
0.09953,999,6.20238,0,intercept_resend
0.05692,175,7.58277,1,detector_blind
0.09019,1022,5.63426,0,intercept_resend
0.0424,756,6.50287,0,fiber_tap
0.06952,163,8.54569,1,detector_blind
0.02721,964,5.64677,0,normal
0.07845,209,8.32017,0,detector_blind
0.07087,196,7.73184,1,detector_blind
0.07482,124,7.90668,1,detector_blind
0.11,986,6.20326,0,intercept_resend
0.06182,724,6.80958,0,fiber_tap
0.05771,824,6.06229,0,fiber_tap
0.08035,981,5.70233,0,intercept_resend
0.11,1017,6.139,0,intercept_resend
0.07691,198,7.45385,1,detector_blind
0.05257,127,7.76153,1,detector_blind
0.07383,989,6.35039,0,intercept_resend
0.04703,678,6.69039,0,fiber_tap
0.05478,245,7.73743,1,detector_blind
0.01389,971,4.76929,0,normal
0.08488,141,8.10024,1,detector_blind
0.04312,239,8.05777,1,detector_blind
0.03603,734,6.69653,0,fiber_tap
0.05656,714,6.3357,0,fiber_tap
0.06712,215,8.42476,1,detector_blind
0.01806,955,5.26244,0,normal
0.01967,999,5.37061,0,normal
0.01935,1022,5.44044,0,normal
0.04596,776,6.22587,0,fiber_tap
0.06779,1012,6.24512,0,intercept_resend
0.01831,995,5.595,0,normal
0.08252,986,5.81745,0,intercept_resend
0.0469,895,6.51111,0,fiber_tap
0.05161,196,7.66726,1,detector_blind
0.06077,840,7.03762,0,fiber_tap
0.08644,979,5.71475,0,intercept_resend
0.06519,308,8.86045,1,detector_blind
0.0988,1043,5.64861,0,intercept_resend
0.10964,1011,6.42931,0,intercept_resend
0.06238,891,6.72845,0,fiber_tap
0.08705,1016,5.88174,0,intercept_resend
0.05626,787,6.68297,0,fiber_tap
0.03,909,5.85157,0,fiber_tap
0.01828,976,5.40777,0,normal
0.10199,1029,5.96874,0,intercept_resend
0.01754,993,6.07878,0,normal
0.01896,1017,5.45753,0,normal
0.04709,800,6.89622,0,fiber_tap
0.06099,118,7.74574,1,detector_blind
0.02492,1050,5.76886,0,normal
0.05143,780,7.04818,0,fiber_tap
0.08737,263,6.86856,0,detector_blind
0.01853,1033,5.79679,0,normal
0.06157,64,7.67987,0,detector_blind
0.05198,876,6.7145,0,fiber_tap
0.03029,932,5.78262,0,normal
0.05198,867,6.75836,0,fiber_tap
0.04579,825,6.51455,0,fiber_tap
0.07883,221,7.78843,1,detector_blind
0.06906,199,8.04903,1,detector_blind
0.0581,884,6.53962,0,fiber_tap
0.01369,975,5.57781,0,normal
0.06971,144,8.43242,1,detector_blind
0.07052,192,6.83581,1,detector_blind
0.11,1016,6.50298,0,intercept_resend
0.02067,1020,5.74013,0,normal
0.09251,998,5.83205,0,intercept_resend
0.02177,974,4.88241,0,normal
0.06817,167,7.39439,1,detector_blind
0.05119,254,8.15556,1,detector_blind
0.09357,1032,6.1353,0,intercept_resend
0.08615,957,5.78781,0,intercept_resend
0.05657,46,7.31967,1,detector_blind
0.01832,979,5.65978,0,normal
0.06847,238,7.39744,1,detector_blind
0.06986,280,7.63375,1,detector_blind
0.10657,943,5.72995,0,intercept_resend
0.02684,1015,5.48003,0,normal
0.0712,241,7.22232,1,detector_blind
0.11,1022,5.70584,0,intercept_resend
0.06911,181,7.72656,0,detector_blind
0.07017,830,6.9554,0,fiber_tap
0.05832,877,6.49516,0,fiber_tap
0.06405,628,6.30802,0,fiber_tap
0.0635,299,7.57619,0,detector_blind
0.06033,256,8.66245,1,detector_blind
0.06161,1076,6.51336,0,intercept_resend
0.0732,182,7.45796,1,detector_blind
0.06118,840,6.35527,0,fiber_tap
0.07143,260,8.34389,1,detector_blind
0.04577,771,6.86709,0,fiber_tap
0.02539,1043,5.68741,0,normal
0.04031,823,6.93876,0,fiber_tap
0.0876,1009,6.75296,0,intercept_resend
0.0738,762,6.37794,0,fiber_tap
0.06189,260,7.22558,1,detector_blind
0.07233,174,7.19863,1,detector_blind
0.02085,967,5.0631,0,normal
0.08378,1047,6.36252,0,intercept_resend
0.11,964,6.06735,0,intercept_resend
0.10357,968,6.14382,0,intercept_resend
0.08075,974,5.97862,0,intercept_resend
0.01676,1027,5.78472,0,normal
0.05825,695,6.90089,0,fiber_tap
0.07223,769,6.33971,0,fiber_tap
0.02465,1013,5.64995,0,normal
0.02174,999,5.33366,0,normal
0.08614,1007,6.3997,0,intercept_resend
0.08521,988,6.03291,0,intercept_resend
0.01909,1020,4.70142,0,normal
0.05206,901,6.61614,0,fiber_tap
0.10497,1009,6.35047,0,intercept_resend
0.02199,1032,5.24009,0,normal
0.08493,1034,5.71464,0,intercept_resend
0.07895,1004,6.78987,0,intercept_resend
0.08792,1069,6.42273,0,intercept_resend
0.02693,1012,5.70687,0,normal
0.02072,1030,5.38719,0,normal
0.07511,787,5.96713,0,fiber_tap
0.0997,1037,6.14361,0,intercept_resend
0.0541,708,6.47702,0,fiber_tap
0.07784,154,7.21612,1,detector_blind
0.02253,987,5.87194,0,normal
0.02141,984,5.49339,0,normal
0.01737,990,5.19624,0,normal
0.09907,929,4.95611,0,intercept_resend
0.09,180,8.09494,1,detector_blind
0.0342,786,7.17045,0,fiber_tap
0.07136,1021,5.9381,0,intercept_resend
0.02214,999,5.01127,0,normal
0.01549,997,5.49945,0,normal
0.05883,753,6.92473,0,fiber_tap
0.10296,996,5.53701,0,intercept_resend
0.05114,952,6.84731,0,fiber_tap
0.04759,115,8.36152,1,detector_blind
0.07277,822,6.81473,0,fiber_tap
0.08518,1009,5.76538,0,intercept_resend
0.01827,1016,5.43236,0,normal
0.07491,1026,5.78906,0,intercept_resend
0.06042,748,6.50535,0,fiber_tap
0.04965,789,7.05968,0,fiber_tap
0.05791,863,7.23856,0,fiber_tap
0.02129,953,5.66118,0,normal
0.06993,191,8.25108,0,detector_blind
0.07961,218,8.36024,1,detector_blind
0.01926,962,5.83564,0,normal
0.06541,182,8.59308,1,detector_blind
0.09051,951,5.83561,0,intercept_resend
0.01848,981,6.09112,0,normal
0.0487,245,7.3541,0,detector_blind
0.01639,945,5.59132,0,normal
0.09432,953,5.74647,0,intercept_resend
0.07416,87,7.54645,1,detector_blind
0.09472,1025,6.24075,0,intercept_resend
0.01799,1034,6.03584,0,normal
0.0504,718,6.11439,0,fiber_tap
0.04543,857,6.89861,0,fiber_tap
0.05701,166,8.22756,1,detector_blind
0.05195,835,6.09445,0,fiber_tap
0.0213,1034,5.73442,0,normal
0.08241,121,8.64852,0,detector_blind
0.02433,1048,5.69155,0,normal
0.07012,99,8.84154,1,detector_blind
0.08572,155,7.40172,0,detector_blind
0.05529,759,6.80267,0,fiber_tap
0.08728,240,8.85132,1,detector_blind
0.08099,1007,5.94034,0,intercept_resend
0.08097,128,8.58652,0,detector_blind
0.04624,744,5.68078,0,fiber_tap
0.06065,236,7.06416,1,detector_blind
0.06606,289,7.45773,1,detector_blind
0.08615,210,7.68361,1,detector_blind
0.05939,195,7.9626,1,detector_blind
0.07306,246,7.81273,1,detector_blind
0.0989,977,5.97901,0,intercept_resend
0.05617,206,7.47811,0,detector_blind
0.07383,982,6.83592,0,intercept_resend
0.01921,945,5.09624,0,normal
0.05099,939,5.49953,0,fiber_tap
0.0252,1028,5.06174,0,normal
0.0247,1063,5.17064,0,normal
0.05791,851,6.38635,0,fiber_tap
0.06947,783,6.42899,0,fiber_tap
0.0411,789,6.71855,0,fiber_tap
0.0659,146,7.37825,1,detector_blind
0.07303,197,7.99166,1,detector_blind
0.07746,256,8.25104,1,detector_blind
0.0797,194,7.17464,1,detector_blind
0.08946,144,7.17966,1,detector_blind
0.05543,724,6.32098,0,fiber_tap
0.07967,1062,6.20298,0,intercept_resend
0.06752,993,6.20294,0,intercept_resend
0.01608,941,5.39956,0,normal
0.08279,196,7.96141,1,detector_blind
0.01553,1008,5.66133,0,normal
0.06089,230,8.31227,1,detector_blind
0.01984,968,5.68794,0,normal
0.04085,810,6.84515,0,fiber_tap
0.0445,769,6.9639,0,fiber_tap
0.06847,901,6.10268,0,fiber_tap
0.07121,999,6.03602,0,intercept_resend
0.06927,250,8.458,1,detector_blind
0.03754,782,6.65904,0,fiber_tap
0.07535,126,7.41208,1,detector_blind
0.02021,1027,5.6696,0,normal
0.04005,867,7.02309,0,fiber_tap
0.05328,853,6.61459,0,fiber_tap
0.02106,989,5.38639,0,normal
0.11,1009,5.65238,0,intercept_resend
0.06764,208,8.18888,1,detector_blind
0.02114,991,5.37425,0,normal
0.08332,213,8.042,1,detector_blind
0.06938,888,6.98223,0,fiber_tap
0.02509,993,5.38974,0,normal
0.01713,1035,5.64047,0,normal
0.04454,790,6.27384,0,fiber_tap
0.06313,122,7.5834,1,detector_blind
0.07752,963,5.96358,0,intercept_resend
0.04976,824,6.2495,0,fiber_tap
0.06343,214,7.9582,1,detector_blind
0.05205,762,7.02849,0,fiber_tap
0.05357,728,6.5025,0,fiber_tap
0.07454,168,8.41447,1,detector_blind
0.10238,1004,6.06618,0,intercept_resend
0.06408,191,8.15688,0,detector_blind
0.01458,996,5.45549,0,normal
0.05606,730,5.97376,0,fiber_tap
0.02216,1062,5.68889,0,normal
0.02462,978,5.56158,0,normal
0.08596,1030,5.68919,0,intercept_resend
0.10519,1007,5.38827,0,intercept_resend
0.06837,839,6.31735,0,fiber_tap
0.0831,262,6.8628,1,detector_blind
0.06959,42,7.58629,1,detector_blind
0.06642,222,7.20701,1,detector_blind
0.01972,1036,5.66229,0,normal
0.01727,1005,5.17623,0,normal
0.08596,1053,5.82297,0,intercept_resend
0.022,965,5.72506,0,normal
0.11,1018,5.68009,0,intercept_resend
0.09061,1009,5.38323,0,intercept_resend
0.05227,735,7.18519,0,fiber_tap
0.0257,997,5.33367,0,normal
0.01667,1017,5.5556,0,normal
0.06284,817,6.49588,0,fiber_tap
0.08702,64,8.10666,1,detector_blind
0.06246,940,6.79922,0,fiber_tap
0.08253,92,7.97883,1,detector_blind
0.09221,1042,6.46273,0,intercept_resend
0.05397,883,6.7849,0,fiber_tap
0.01264,962,5.61656,0,normal
0.01943,1025,5.67111,0,normal
0.02041,924,5.51854,0,normal
0.07265,182,8.77122,1,detector_blind
0.02313,972,5.59402,0,normal
0.02277,939,5.33419,0,normal
0.05522,896,5.8964,0,fiber_tap
0.02309,997,5.50375,0,normal
0.10527,1018,6.18468,0,intercept_resend
0.05712,870,6.76395,0,fiber_tap
0.06854,142,7.82405,1,detector_blind
0.06457,880,6.59018,0,fiber_tap
0.07032,285,8.57657,1,detector_blind
0.07776,225,7.7574,1,detector_blind
0.08575,1026,6.51557,0,intercept_resend
0.05643,768,6.50538,0,fiber_tap
0.04806,822,6.99228,0,fiber_tap
0.02045,977,5.44051,0,normal
0.08366,989,5.80498,0,intercept_resend
0.04535,675,6.45083,0,fiber_tap
0.09277,1016,5.56957,0,intercept_resend
0.01401,983,5.36033,0,normal
0.08169,59,8.48756,1,detector_blind
0.07255,115,7.97739,0,detector_blind
0.02632,1023,5.45916,0,normal
0.07082,870,5.50632,0,fiber_tap
0.07036,659,6.809,0,fiber_tap
0.01515,1012,5.46812,0,normal
0.01507,998,5.86763,0,normal
0.0626,791,6.92388,0,fiber_tap
0.01758,946,5.62172,0,normal
0.02069,1037,4.89651,0,normal
0.06527,93,8.04986,1,detector_blind
0.06222,949,6.6576,0,intercept_resend
0.11,983,6.46802,0,intercept_resend
0.11,1042,5.84118,0,intercept_resend
0.02248,1012,5.67634,0,normal
0.10004,988,6.07906,0,intercept_resend
0.06754,173,7.91444,1,detector_blind
0.08059,221,8.07384,1,detector_blind
0.0833,971,6.12487,0,intercept_resend
0.0669,734,6.34251,0,fiber_tap
0.06568,832,6.65893,0,fiber_tap
0.06413,70,8.03697,1,detector_blind
0.10539,998,5.94412,0,intercept_resend
0.08641,1003,5.62604,0,intercept_resend
0.01628,910,6.00486,0,normal
0.05534,717,6.6957,0,fiber_tap
0.08318,1019,6.36632,0,intercept_resend
0.08762,984,6.04954,0,intercept_resend
0.02363,1047,5.41935,0,normal
0.01,1013,5.64804,0,normal
0.03475,851,6.18157,0,fiber_tap
0.09,270,8.07585,1,detector_blind
0.05422,805,7.24419,0,fiber_tap
0.08771,133,7.79438,1,detector_blind
0.05707,156,7.93055,1,detector_blind
0.02001,1014,5.50128,0,normal
0.02085,977,5.50428,0,normal
0.0727,126,8.35807,1,detector_blind
0.0993,978,5.69872,0,intercept_resend
0.06721,196,8.48767,1,detector_blind
0.09991,968,6.07064,0,intercept_resend
0.0193,979,5.44989,0,normal
0.01974,1062,5.52589,0,normal
0.06432,68,6.91993,1,detector_blind
0.06088,773,7.09981,0,fiber_tap
0.0711,24,7.89673,1,detector_blind
0.02313,992,5.42075,0,normal
0.01782,1012,5.18439,0,normal
0.06254,821,6.97426,0,fiber_tap
0.01336,962,5.46209,0,normal
0.01472,993,5.35999,0,normal
0.01871,993,5.87665,0,normal
0.01195,1056,5.80775,0,normal
0.09627,968,5.91489,0,intercept_resend
0.10195,1066,6.25652,0,intercept_resend
0.06384,906,6.38296,0,fiber_tap
0.02136,1009,5.28995,0,normal
0.10175,961,5.51375,0,intercept_resend
0.0574,731,7.10602,0,fiber_tap
0.05293,128,8.1193,1,detector_blind
0.04366,853,7.65847,0,fiber_tap
0.1023,1043,6.35961,0,intercept_resend
0.02193,977,5.35361,0,normal
0.06171,905,6.3377,0,fiber_tap
0.06845,51,7.31689,1,detector_blind
0.0462,844,7.37479,0,fiber_tap
0.01912,1010,5.33275,0,normal
0.05676,124,7.39119,1,detector_blind
0.01597,978,5.24055,0,normal
0.02358,971,5.5291,0,normal
0.08159,974,6.39029,0,intercept_resend
0.0223,1014,5.59753,0,normal
0.0248,1005,5.82828,0,normal
0.06467,200,8.2244,1,detector_blind
0.07057,962,5.67782,0,intercept_resend
0.05205,795,6.36004,0,fiber_tap
0.01886,985,5.62391,0,normal
0.01934,973,5.47227,0,normal
0.08119,952,6.02757,0,intercept_resend
0.06095,782,6.91199,0,fiber_tap
0.06924,166,8.04968,1,detector_blind
0.06869,138,7.01468,1,detector_blind
0.01505,1053,5.90866,0,normal
0.0672,720,6.716,0,fiber_tap
0.04778,741,6.11961,0,fiber_tap
0.05116,211,7.60714,1,detector_blind
0.0831,307,8.03022,1,detector_blind
0.0462,858,5.95108,0,fiber_tap
0.01046,1048,5.72479,0,normal
0.02484,1009,5.63572,0,normal
0.07991,1007,5.91606,0,intercept_resend
0.07299,236,7.32974,1,detector_blind
0.06978,105,7.67304,1,detector_blind
0.05063,1012,6.05215,0,intercept_resend
0.05343,581,7.36791,0,fiber_tap
0.06932,94,7.87254,1,detector_blind
0.02772,955,5.20288,0,normal
0.02485,1018,5.66951,0,normal
0.01692,1045,5.50562,0,normal
0.05994,177,7.68308,1,detector_blind
0.0181,1016,5.21227,0,normal
0.06984,194,8.31617,0,detector_blind
0.07275,171,7.2644,1,detector_blind
0.02244,999,5.6352,0,normal
0.08607,1029,5.48693,0,intercept_resend
0.09954,954,6.57227,0,intercept_resend
0.02759,1049,5.73231,0,normal
0.04932,825,7.20982,0,fiber_tap
0.06017,73,7.65783,0,detector_blind
0.09,70,7.70546,1,detector_blind
0.04859,889,6.04541,0,fiber_tap
0.01598,1021,5.82918,0,normal
0.02512,943,5.75148,0,normal
0.04643,825,6.33718,0,fiber_tap
0.10542,1034,5.76689,0,intercept_resend
0.0767,150,7.84078,1,detector_blind
0.02448,1035,5.54832,0,normal
0.0177,990,4.88561,0,normal
0.07739,1002,6.28842,0,intercept_resend
0.01881,1006,5.87559,0,normal
0.0754,213,8.32359,1,detector_blind
0.01905,1017,6.03827,0,normal
0.08314,1070,5.86699,0,intercept_resend
0.05343,902,6.48113,0,fiber_tap
0.06412,208,8.7773,1,detector_blind
0.06764,107,7.29859,1,detector_blind
0.08287,981,6.23478,0,intercept_resend
0.07921,955,5.52032,0,intercept_resend
0.05784,735,6.98199,0,fiber_tap
0.01471,984,6.08119,0,normal
0.08315,211,8.19599,1,detector_blind
0.02387,1025,5.76546,0,normal
0.05846,1010,6.06963,0,fiber_tap
0.01822,1061,5.35624,0,normal
0.06283,878,6.63634,0,fiber_tap
0.0687,270,8.45663,1,detector_blind
0.01521,916,5.66212,0,normal
0.05758,814,6.98604,0,fiber_tap
0.01502,1044,6.07168,0,normal
0.05102,815,6.5266,0,fiber_tap
0.06329,127,7.08361,1,detector_blind
0.01567,973,5.31558,0,normal
0.0746,146,7.54544,1,detector_blind
0.0785,143,7.72984,1,detector_blind
0.0884,143,7.54807,1,detector_blind
0.06442,759,6.49132,0,fiber_tap
0.09284,945,6.35388,0,intercept_resend
0.06022,746,6.00619,0,fiber_tap
0.05658,233,8.58535,1,detector_blind
0.022,976,5.30185,0,normal
0.06541,940,6.00384,0,intercept_resend
0.01392,967,5.61297,0,normal
0.01942,959,5.51677,0,normal
0.08605,990,6.44542,0,intercept_resend
0.02419,989,5.19768,0,normal
0.08654,208,7.74738,1,detector_blind
0.07357,1041,6.05913,0,intercept_resend
0.07995,134,7.38843,0,detector_blind
0.02021,964,5.62373,0,normal
0.04025,760,6.32128,0,fiber_tap
0.08743,1022,5.50136,0,intercept_resend
0.02007,970,5.99105,0,normal
0.04751,863,7.03832,0,fiber_tap
0.03846,776,6.97615,0,fiber_tap
0.08416,1000,5.75832,0,intercept_resend
0.08693,137,7.74254,1,detector_blind
0.11,994,5.96678,0,intercept_resend
0.0853,1068,5.84711,0,intercept_resend
0.01573,962,5.29841,0,normal
0.05934,85,7.89508,1,detector_blind
0.04053,750,7.28846,0,fiber_tap
0.11,1028,6.07202,0,intercept_resend
0.08849,73,7.53914,1,detector_blind
0.01888,1009,6.01026,0,normal
0.05323,763,6.79809,0,fiber_tap
0.01992,996,5.96608,0,normal
0.08,870,6.56255,0,fiber_tap
0.01436,1024,5.67189,0,normal
0.07484,64,7.93608,1,detector_blind
0.054,224,8.03066,1,detector_blind
0.02263,989,5.66787,0,normal
0.06019,162,7.83013,1,detector_blind
0.07256,158,7.72584,0,detector_blind
0.09339,889,6.41134,0,intercept_resend
0.02368,1046,6.48357,0,normal
0.09051,996,5.61953,0,intercept_resend
0.04355,771,6.35374,0,fiber_tap
0.07416,148,8.47351,0,detector_blind
0.06636,118,8.30222,0,detector_blind
0.09078,1000,6.31419,0,intercept_resend
0.08293,1016,6.03076,0,intercept_resend
0.07474,99,7.56256,1,detector_blind
0.07202,148,7.73344,1,detector_blind
0.02319,1027,5.87691,0,normal
0.07031,160,8.16479,1,detector_blind
0.07849,77,7.96352,1,detector_blind
0.09235,942,6.36216,0,intercept_resend
0.01887,985,5.83857,0,normal
0.07825,132,7.24725,0,detector_blind
0.06228,167,7.5141,1,detector_blind
0.02568,1005,5.50324,0,normal
0.01647,1011,5.45332,0,normal
0.07453,1040,6.05567,0,intercept_resend
0.07647,180,7.6265,1,detector_blind
0.09287,968,6.64936,0,intercept_resend
0.07308,724,6.82805,0,fiber_tap
0.07071,965,6.07755,0,intercept_resend
0.017,935,5.73752,0,normal
0.1053,991,6.31326,0,intercept_resend
0.07237,219,7.8155,1,detector_blind
0.02155,1025,5.39623,0,normal
0.0737,177,7.70233,1,detector_blind
0.0928,1048,6.02569,0,intercept_resend
0.0738,147,7.34464,1,detector_blind
0.0997,985,6.24439,0,intercept_resend
0.07906,966,5.78155,0,intercept_resend
0.06564,228,7.84233,1,detector_blind
0.0858,237,7.25039,1,detector_blind
0.06768,758,6.57938,0,fiber_tap
0.08016,67,7.75189,0,detector_blind
0.09473,1005,6.5729,0,intercept_resend
0.09992,945,5.72988,0,intercept_resend
0.05375,298,8.48619,1,detector_blind
0.01789,969,5.51429,0,normal
0.0596,795,7.30361,0,fiber_tap
0.1056,1040,5.32614,0,intercept_resend
0.06205,992,5.87458,0,intercept_resend
0.01911,991,5.69222,0,normal
0.09654,999,6.4495,0,intercept_resend
0.01624,988,5.53827,0,normal
0.04548,777,7.00527,0,fiber_tap
0.06156,788,6.3734,0,fiber_tap
0.02192,1045,5.63048,0,normal
0.01706,1002,5.73718,0,normal
0.07548,989,5.71341,0,intercept_resend
0.05107,768,7.01978,0,fiber_tap
0.06232,752,7.02928,0,fiber_tap
0.08452,1023,6.01782,0,intercept_resend
0.0699,686,6.35725,0,fiber_tap
0.04344,789,7.02574,0,fiber_tap
0.06404,252,7.24446,1,detector_blind
0.05528,615,7.46184,0,fiber_tap
0.02177,1005,5.6863,0,normal
0.04767,727,6.78328,0,fiber_tap
0.02382,1065,5.32329,0,normal
0.09554,1059,5.56622,0,intercept_resend
0.06576,860,6.4353,0,fiber_tap
0.02316,972,6.02084,0,normal
0.02132,972,5.67783,0,normal
0.06386,695,7.09087,0,fiber_tap
0.05809,195,7.39591,1,detector_blind
0.07065,1005,5.86405,0,intercept_resend
0.10134,1070,5.86226,0,intercept_resend
0.10201,1007,6.28464,0,intercept_resend
0.01693,999,5.25524,0,normal
0.01739,1001,5.34188,0,normal
0.06447,860,6.40877,0,fiber_tap
0.06445,186,7.29203,1,detector_blind
0.0465,858,7.22012,0,fiber_tap
0.04493,872,7.09658,0,fiber_tap
0.05166,899,6.72362,0,fiber_tap
0.02278,1024,5.77848,0,normal
0.01961,1060,5.61322,0,normal
0.04938,215,8.13905,0,detector_blind
0.07713,976,5.8048,0,intercept_resend
0.07007,246,8.08312,1,detector_blind
0.01873,1038,5.76731,0,normal
0.04806,866,6.50899,0,fiber_tap
0.08305,1000,5.64726,0,intercept_resend
0.01623,964,5.97592,0,normal
0.06191,184,7.46186,1,detector_blind
0.06344,286,7.60279,0,detector_blind
0.09515,952,6.06195,0,intercept_resend
0.05845,987,5.38667,0,intercept_resend
0.06684,199,7.43821,1,detector_blind
0.07116,74,8.88103,1,detector_blind
0.02244,1012,4.6898,0,normal
0.04948,726,7.12612,0,fiber_tap
0.07693,116,8.33639,1,detector_blind
0.07648,942,7.3103,0,fiber_tap
0.02458,976,6.06764,0,normal
0.01746,990,5.36112,0,normal
0.04782,805,7.51821,0,fiber_tap
0.06615,720,6.35737,0,fiber_tap
0.02443,1039,5.06682,0,normal
0.06332,172,7.39612,1,detector_blind
0.07177,213,7.23706,1,detector_blind
0.05811,689,6.68507,0,fiber_tap
0.07921,169,7.18775,1,detector_blind
0.06138,124,7.94937,1,detector_blind
0.10977,1045,5.54521,0,intercept_resend
0.11,1028,5.22188,0,intercept_resend
0.01676,991,5.16452,0,normal
0.05716,185,7.66247,1,detector_blind
0.10878,952,6.60646,0,intercept_resend
0.01815,987,5.94617,0,normal
0.07822,218,7.68609,0,detector_blind
0.07112,110,7.60962,1,detector_blind
0.05001,777,6.31583,0,fiber_tap
0.07094,964,5.5957,0,intercept_resend
0.04814,822,6.99438,0,fiber_tap
0.05383,233,7.61236,1,detector_blind
0.07254,87,8.30634,1,detector_blind
0.02253,979,6.1036,0,normal
0.08735,1055,6.16658,0,intercept_resend
0.05239,153,7.90585,1,detector_blind
0.1022,1005,5.90556,0,intercept_resend
0.08641,976,6.21234,0,intercept_resend
0.01574,949,5.56779,0,normal
0.05851,1010,6.7124,0,intercept_resend
0.03773,874,6.45399,0,fiber_tap
0.07525,135,7.96516,1,detector_blind
